444439839973850, 473798280562305, 415756325527928 @ -191, -322, -185
274236942376576, 281592961396290, 241129790737306 @ -44, -26, 43
153879275478484, 263747802394056, 209728837219390 @ -44, 22, -317
167903433431079, 262840593556311, 221925084458538 @ 123, 25, -33
168632280973254, 169430880401269, 139392699487440 @ 168, 413, 369
268840513557158, 249363450654885, 259232984307284 @ -197, 74, -100
185004206949650, 253069683111705, 186921059163848 @ 224, 38, 186
437511481310554, 210029745315674, 335236939170093 @ -30, 80, 22
172564249176386, 263287402676905, 199671979458072 @ 5, 24, 46
176421345847934, 126676616911263, 90717437501564 @ 96, 718, 655
344630223664866, 262795179754093, 331041999664656 @ -62, 21, -71
178177227878318, 272958287296833, 195708548874848 @ -100, -65, 57
174275522483717, 259679299063374, 353311302968468 @ 55, 46, -903
432324432682886, 221631027911544, 372279743207267 @ -18, 66, -16
292848288823528, 27698961527595, 401986291265205 @ 132, 289, -56
486597856143623, 190821230583381, 394158975817586 @ -53, 95, -25
370413613364852, 271981775237739, 368316573439112 @ -9, 8, -59
461407276369932, 201821124796784, 50339945992200 @ -8, 80, 325
161586614415272, 77010220109016, 198760274461940 @ 172, 968, 105
199753625526162, 113502640199641, 229434821001736 @ 150, 392, 76
409463716116456, 152384875423289, 214498840951620 @ 37, 131, 163
434197082915600, 287963788634037, 343811417528678 @ -36, -9, 7
217671319718038, 239473919775504, 311435709973833 @ 118, 76, -108
377881528619154, 274059947815257, 321788685875080 @ 25, 7, 30
322282293530790, 262252905316422, 342113902838459 @ -26, 22, -94
149162558465170, 275210621643495, 221319944210818 @ 186, -74, -138
332485923331805, 369979699844481, 469931936742481 @ -271, -293, -654
424711413959612, 545496738030817, 415607093320387 @ 8, -277, -50
347564347878150, 206458089040357, 348128995446196 @ -36, 113, -77
211367731331675, 212205925924680, 269237584841843 @ 99, 162, -48
338674766061290, 361625562189915, 293245865435078 @ -154, -204, -60
157010885225024, 172874418909936, 264574694334110 @ 212, 416, -169
183395009515322, 255323235266073, 208393262767388 @ 36, 67, 42
423035991387790, 214655186468665, 292712638882372 @ -156, 99, 15
168415766972968, 273387462892528, 260584150192991 @ 156, -24, -166
300024041351570, 504510891231961, 312377672170888 @ -166, -675, -183
175812624529097, 329798157688944, 267494497821032 @ 143, -248, -155
158125423599845, 225302094466045, 213909423104680 @ 149, 279, -27
286487785755026, 233164766573481, 429350325624152 @ -198, 122, -636
170873080905319, 299430390297459, 157313655555979 @ 207, -83, 264
284014658366243, 357832493058156, 216105072944486 @ 85, -124, 143
201104213857023, 192768476235296, 431036678008828 @ 93, 252, -623
261023829618946, 229989235688119, 361014843056305 @ -54, 117, -324
503813443065269, 373473796820949, 346742063993156 @ -105, -105, 9
358073536352267, 293712368542560, 301144076275114 @ -25, -26, 15
271074182200448, 164242796579713, 187473244711741 @ -28, 267, 180
460571589689090, 220644499408605, 349886515851464 @ -26, 64, 21
423800584848176, 316887150853248, 87752027164261 @ -64, -50, 318
379489088408451, 262239286430111, 371126737767807 @ 21, 21, -30
420670523086570, 288277416801215, 323507864767558 @ -122, -18, -20
306822123600740, 343932336558897, 264070722390026 @ -41, -145, 26
378952001386830, 530463100425695, 454103493507163 @ -218, -559, -396
206613677376484, 8437760597306, 226015492983054 @ 240, 278, 151
166415276840450, 281700206896825, 206731606282968 @ 89, -103, 18
219023899677356, 235244618767905, 262153824834932 @ -103, 159, -201
331286783480738, 41975301577049, 308084115507380 @ 86, 275, 50
376021841462075, 266985962296800, 203142187618918 @ 77, 16, 175
177366480237402, 306930603109757, 254188568941292 @ 16, -274, -304
417799308923645, 417721016973380, 307961427269793 @ 35, -132, 72
254022076512380, 346046525543715, 312206489770118 @ 163, -84, 32
156579519618225, 228298433135120, 125040083621448 @ 129, 306, 645
234932962186220, 234281650421295, 230263646941688 @ 20, 105, 53
257737304090138, 355744612241121, 246988254552050 @ -178, -345, -66
205091560126530, 119124928409125, 231164091699328 @ 82, 489, 33
427866112264336, 242899958354576, 383506414651754 @ -8, 42, -25
146074341530597, 116040381090013, 245682942058269 @ 251, 767, -132
271203849270337, 271525931728557, 339148078621918 @ 97, 7, -53
175055082920857, 283544985442302, 238348633652832 @ 67, -98, -147
170462180314132, 176114794643295, 358828699784873 @ 100, 529, -838
542546066136487, 296911657057494, 148646440297192 @ -95, -14, 229
307284681105320, 211921997537925, 351706157380013 @ -20, 119, -132
347074115544426, 165902677305885, 212767805424945 @ -78, 199, 138
349566559474817, 349140853871319, 209529945465488 @ 15, -99, 157
229463067193468, 313784554914903, 235812674236016 @ 43, -122, 41
251985727565852, 234152956497359, 375149036614390 @ 143, 62, -84
272258838335624, 328504604612241, 357976631393999 @ -184, -213, -440
309502246222500, 293728221967925, 291536296596308 @ 19, -31, 11
258789434755604, 254847288331095, 199385963564650 @ 107, 34, 166
178613029103276, 377361119180337, 291951843506420 @ 103, -513, -325
337835617975670, 382607319675305, 446383541058653 @ -154, -253, -412
272055333448820, 266434593690759, 272092286838970 @ -16, 13, -21
417828310914102, 315997736382445, 348041209878518 @ -68, -51, -28
243989336394410, 113927723711505, 131964746687960 @ 119, 284, 283
424136557155026, 191288299222281, 288461483518856 @ -74, 116, 53
233056177886450, 93217850962625, 375785289554318 @ 74, 431, -274
204955163339520, 43659351219080, 51206816677608 @ 120, 618, 549
222969010751784, 345932478369948, 160637064890138 @ 180, -104, 227
368430563611541, 323643053942814, 269819835275105 @ 27, -54, 88
201990940363086, 270202849608331, 290862909796422 @ -132, -22, -522
345201160613780, 358167614932272, 140247826066805 @ -16, -128, 260
165626443863821, 264389657162870, 200656876168636 @ -25, 14, -15
189341339504540, 290333883549401, 236775349559992 @ 44, -109, -75
288557570207526, 286477249745252, 259812379134542 @ -50, -34, 11
185803499121620, 254215753180461, 189460539551408 @ -41, 85, 137
354500200386330, 217861590010433, 297660504238964 @ -156, 117, -52
490538147974628, 388185084409932, 340413208104677 @ -68, -114, 26
295777523612025, 324673375167775, 306430871842118 @ -65, -123, -97
451756633980166, 199196258060861, 377539361255912 @ -35, 90, -19
279247443138528, 279202148859681, 420098983590512 @ -29, -17, -367
202778292055102, 262128986619684, 340421486198364 @ 198, 22, -71
295704937881098, 411268026528105, 132751803316022 @ 50, -221, 275
220316418593207, 137468714968203, 302167899479561 @ 85, 353, -124
148023314048210, 254875147969609, 177199774725592 @ 134, 132, 240
190142493242293, 289880317853817, 377254368242397 @ 105, -77, -530
209405143929804, 41481626988373, 1510862976604 @ 237, 245, 379
446983984309190, 267715935583137, 339222148445894 @ -16, 15, 30
191223419833361, 189050024791400, 176765202397122 @ -13, 444, 219
358743055298324, 336307148652123, 498836616315368 @ -252, -163, -603
193071532381850, 270667596290025, 187909950228968 @ -144, -33, 141
304946004115649, 105174324050557, 311313499354913 @ 137, 183, 62
525942143576548, 288310698737457, 387982229605940 @ -72, -5, -7
463736808952945, 302349151352208, 229911947749018 @ -21, -20, 147
337392979753052, 450795317620560, 298399275198938 @ -84, -346, -33
201828359286530, 297522945552201, 146702604794216 @ 109, -82, 299
291012527603634, 289148529856569, 317608726222664 @ 52, -23, -31
236340777661842, 109835576981337, 213543626442192 @ 186, 211, 156
302640766978910, 228163066882020, 12919540258850 @ 54, 74, 455
279504557584600, 247779843711550, 244546125119393 @ 88, 44, 98
549233246860010, 400082270970465, 174410942027408 @ -153, -134, 204
404932567830550, 193947350838715, 419110655479098 @ -66, 117, -137
210290440971550, 374249012227325, 94619580657568 @ 109, -276, 427
425881471286150, 261669408077535, 368737542465298 @ -76, 22, -54
261006219563674, 278287427204246, 259869059674100 @ -14, -18, -7
346681859974022, 77381004471121, 413383579376584 @ 65, 237, -75
487854672982984, 269312022630291, 417097209980961 @ -80, 13, -66
407926801906825, 273242473538925, 251354494066293 @ -39, 7, 106
365611959630722, 242903762694125, 372286690441784 @ 38, 44, -31
479131323632051, 411252973650399, 415132245200690 @ -19, -123, -29
336747451171580, 265764195765708, 312366134217022 @ -16, 16, -17
394394920672910, 318004343056713, 255975836958212 @ 44, -37, 119
229343151779495, 395141468355990, 356662440093913 @ -139, -602, -636
528497965347209, 287669669029809, 317215225434626 @ -85, -5, 59
156061825506475, 342647878150210, 247725223511313 @ 129, -630, -356
274852405075186, 203154559368713, 93191220420596 @ -30, 167, 410
249672842880818, 260912958776409, 247493466254024 @ 5, 27, 19
169245422932075, 136104787016925, 289722304930793 @ 217, 367, -100
213454346714050, 296649887643301, 237323480192124 @ 114, -63, 55
277464794299270, 141649029738928, 118992691960388 @ 174, 138, 257
508434249835480, 395538590740796, 310518387788097 @ -116, -132, 48
287870521119868, 315843682697437, 286783767183619 @ 112, -49, 58
417399901815334, 209344412548255, 451522045368830 @ 28, 74, -76
157546067704746, 265635082687471, 191004954574618 @ -90, -10, 22
381511355223512, 268466052954261, 342869656455652 @ -13, 13, -17
148417690441570, 220878402667305, 240285539982728 @ 183, 400, -331
189663107770793, 207873913718082, 276768572914955 @ 163, 170, -62
525681398382944, 112968659669687, 212046178796590 @ -73, 168, 166
335205740951081, 357691704526128, 259815261568037 @ -45, -148, 56
145857966619253, 245497982824772, 199554779701409 @ 215, 168, 44
341759248944866, 125157707535481, 329311988511608 @ -22, 243, -43
147458103586466, 232780593382389, 159594404411477 @ 266, 127, 270
169795837574892, 171687650966441, 120214195641144 @ 223, 251, 349
299700702449342, 402318626250835, 205195724019273 @ -58, -291, 142
423307649515283, 122494988984727, 249070984018538 @ -67, 205, 107
172640129183850, 300206814766887, 249122001793685 @ 114, -167, -154
285764765744590, 464683252120388, 184609707638276 @ -146, -588, 185
383602486406309, 330033999321360, 329245228248860 @ -83, -86, -39
475694365837850, 245963368912125, 340338660005468 @ -48, 38, 28
186161461797496, 290505104611629, 104676336120728 @ 148, -65, 437
219044007743250, 212662839254745, 240971797408708 @ -6, 211, -29
399717808337810, 337986194404185, 339751061443208 @ 23, -62, 23
463407523371410, 291743446717881, 365115906159080 @ -6, -8, 18
299550012184682, 326702116842729, 288271338085832 @ 18, -93, 5
263961048231050, 281875754105441, 379339233739216 @ 89, -12, -146
295306548285654, 116840753713631, 220575465972622 @ 148, 170, 156
455815951615199, 489722886200202, 507299762396462 @ -47, -234, -169
305035326952925, 364962729592305, 248605593198623 @ 29, -149, 84
143171424396830, 263508206928723, 213867945441647 @ 174, 25, -290
178371701451934, 256372138757012, 262079400358729 @ 142, 48, -116
283910969390486, 288090340348221, 270500317589714 @ 28, -27, 26
179321334315574, 293823176905335, 87089849879988 @ 16, -176, 807
245456277361496, 319835994213948, 254962645485053 @ 156, -60, 92
298601404238258, 296064797717667, 232804113152372 @ 42, -34, 111
256592544002710, 48714652461970, 182960946414588 @ 102, 390, 193
325370423431320, 140793264390919, 321930894636388 @ 124, 141, 57
409929619107719, 293269207844362, 366871733036320 @ 41, -10, 13
163648009129000, 266834638133827, 213843712719479 @ -36, -15, -190
287648027833850, 94486135268685, 363934714041614 @ 114, 239, -41
335675085368748, 372135990438154, 298925941272709 @ -248, -282, -132
152679043577390, 306525450552780, 205017650915363 @ 38, -598, -156
318166186771058, 282739508998089, 370237228539320 @ -88, -22, -216
282659893281005, 561313232694429, 189206242307993 @ -121, -849, 172
201445314802694, 316895994039133, 184690004965496 @ 113, -138, 185
169692464416280, 261839296505085, 201126612089948 @ 71, 33, 59
288052584451467, 389919512220510, 421659784597387 @ 75, -176, -176
433516013315666, 124310553857721, 461578290067560 @ -34, 181, -129
354717532472376, 145335557733655, 280861632094522 @ 25, 174, 66
239185249450050, 304232078036225, 496506888868168 @ 60, -78, -563
351128087109503, 415050343643213, 387937668996411 @ 101, -129, -6
310013038767155, 212429717415603, 296011645030121 @ 129, 73, 76
213407892474258, 294461592961289, 277882870858184 @ 58, -79, -115
255446250295370, 196566172395705, 332676591690308 @ 68, 155, -110
481060784230394, 317129314314993, 267240192462112 @ -19, -32, 114
289191113650877, 179578357325373, 154427157832814 @ 41, 167, 243
316894110734114, 266152634430177, 287923431008264 @ -14, 15, 5
266971193469518, 281622470813499, 271425364863590 @ -40, -28, -44
296488487191218, 303201131957237, 293903502188188 @ -254, -118, -198
211882554095402, 232366480766481, 360113171677304 @ 123, 96, -241
336039519237020, 329290597935255, 362582478958478 @ 57, -64, -34
245741262596142, 380491887136473, 85519300771108 @ 37, -269, 432
186520245542636, 274367118569721, 275557363793440 @ 71, -29, -239
187202965530196, 300370307798847, 189604485378698 @ 45, -164, 152
233769402881016, 265036571472733, 259809521511459 @ -44, 15, -86
280472236711560, 238921357477385, 364362916545812 @ 79, 59, -97
307427780138810, 203489589674945, 312710115974248 @ 35, 116, -15
316866206653072, 228023881735231, 140968719694322 @ 120, 57, 239
294957230194400, 318891934305845, 401733221106618 @ 44, -73, -173
492541160710532, 274056609064755, 423977456356088 @ -40, 9, -43
229577823861758, 293925180852133, 219551657413152 @ 23, -72, 79
410383294240050, 285366775914319, 313487347373576 @ -86, -12, 5
382809565923580, 304303562800484, 433267926327686 @ 24, -28, -97
150311142360089, 219974126655906, 188816224986032 @ 265, 148, 173
151227151397270, 222413695726635, 152342598022493 @ 286, 85, 242
214215320269065, 278593244545934, 264845346123318 @ -21, -42, -153
220764431771474, 334012459010553, 345932007627632 @ -54, -277, -501
242621841912635, 231858048711900, 284086112193222 @ 59, 94, -45
246138754716292, 141169238522961, 3093994625729 @ 160, 187, 440
223798723963824, 227805060417006, 214304910101423 @ -128, 196, 32
167176674413549, 261112483951974, 207964388428487 @ -9, 46, -66
239739212130740, 76630527224724, 431886420618260 @ -56, 672, -679
444934160855561, 191075136798789, 346270534690007 @ -45, 103, 6
199121051705010, 11327002692028, 211753962918084 @ 154, 636, 121
377313209869325, 148244269971759, 378195112132856 @ -61, 197, -107
504252443404274, 496548928226889, 408343419641012 @ -62, -217, -34
228887168122064, 289299124463928, 231056100711263 @ 40, -54, 52
216144810843746, 189822221239713, 55965279397952 @ 128, 186, 478
153121382540370, 212423694777625, 126298218734728 @ 225, 254, 445
