--- scanner 0 ---
-402,-920,-474
685,433,-309
754,-427,882
275,605,454
509,655,447
-501,645,-431
721,-416,896
-584,611,-612
719,304,-282
-910,453,528
-548,683,-493
-484,-754,618
-969,442,532
605,-476,869
443,-859,-559
558,307,-310
-12,-7,16

--- scanner 8 ---
-846,632,-808
-753,513,-751
331,-827,668
621,484,742
620,-449,-649
600,552,595
639,-503,-741
-436,-646,-679
-36,-79,-63
605,-490,-506
792,470,-744
412,-904,606
-454,713,743
-481,702,777
463,-798,635
-754,497,-782
802,281,-792
-498,-872,782
-576,681,720
-446,-629,-585
-532,-784,785
738,454,-826
590,572,812
-370,-857,781
-428,-721,-719

--- scanner 9 ---
-279,518,-679
822,788,-555
-665,-616,708
590,-595,727
663,-722,632
97,14,179
-352,-770,-485
-787,674,944
160,-104,6
-651,-607,854
-324,358,-718
390,691,495
924,775,-406
-290,495,-793
-403,-719,-404
931,-557,-715
913,783,-608
881,-514,-590
-664,768,877
726,-574,606
-701,714,804
-239,-816,-374
-625,-438,778
385,741,585
404,760,449
806,-484,-669

--- scanner 10 ---
-825,-457,-510
-416,358,-647
521,-577,369
-457,-465,496
677,-750,-672
-464,362,-748
-407,-375,640
718,-607,-687
-402,-508,572
-405,383,-619
-536,462,527
716,660,-449
538,-671,379
286,556,843
-482,539,695
-821,-437,-438
-100,-73,-67
571,648,-417
446,-537,361
522,587,818
434,625,761
-704,-478,-385
664,-515,-706
-530,446,581
649,637,-403
-5,66,97

--- scanner 11 ---
737,-219,-555
-663,-771,440
-586,676,-684
359,763,-968
-829,550,227
500,759,328
-618,606,-608
-55,165,-84
-670,-578,449
500,811,223
-772,489,333
375,-410,659
762,-291,-417
-829,-409,-919
-734,618,-751
388,990,-934
455,-349,714
356,839,315
-810,-526,-921
-863,674,324
339,-455,703
-753,-683,524
870,-226,-481
350,810,-918
-836,-576,-901
74,39,-143

--- scanner 12 ---
620,-417,735
-749,-645,-414
477,-548,-412
482,848,542
-776,901,-452
-132,87,-6
-792,847,-370
-965,911,-404
741,-289,764
-813,-836,933
513,770,544
-733,-644,-445
-719,-817,928
465,-563,-597
436,583,-705
-720,-774,872
477,896,568
473,497,-579
437,-608,-570
-537,822,423
-672,741,367
-614,-737,-388
467,655,-630
673,-430,688
-610,930,376
-188,-25,130

--- scanner 13 ---
-795,743,584
-735,-655,-479
403,-652,296
-869,666,-558
487,-795,-471
-816,749,-625
-651,-457,424
362,-568,469
325,-623,473
530,588,-797
-170,33,69
410,395,705
376,338,656
-604,-444,477
625,-883,-518
542,-815,-534
566,692,-875
-771,869,620
-45,56,-102
-785,-775,-563
-753,808,-572
399,336,701
-575,-316,356
547,704,-751
-729,-690,-518
-797,821,615

--- scanner 14 ---
906,-535,672
-840,-337,492
-829,-312,464
869,-495,468
-781,-316,363
71,-36,-1
598,796,-581
592,908,-608
-639,705,-769
546,809,606
-475,710,-879
633,-494,-452
-541,524,726
840,-595,608
628,-704,-443
-420,503,601
624,-716,-443
-699,-393,-806
-424,483,673
-576,690,-837
-687,-342,-678
-1,120,-99
554,761,707
515,765,-554
-679,-408,-614
566,889,728

--- scanner 15 ---
409,988,-523
-459,868,-528
502,973,-349
57,154,-109
579,-469,436
543,-478,-669
-686,-678,786
542,-343,522
880,733,694
571,-451,-624
-643,-634,-706
583,-636,-609
-859,-644,850
10,11,17
-656,890,669
-627,-603,-705
-438,925,-433
-508,-660,-798
-588,743,648
-568,960,638
573,-418,594
-670,-596,840
360,937,-330
796,731,534
689,745,607
-427,891,-406

--- scanner 16 ---
-823,562,316
368,476,811
-737,522,456
-753,-613,472
569,532,-508
-828,-667,631
-452,894,-738
386,-574,-884
-456,953,-749
-401,-458,-638
-501,951,-772
-671,-672,502
647,-560,419
-700,468,383
354,545,765
-10,84,-125
112,124,23
-371,-525,-536
760,-645,463
-378,-291,-586
688,568,-580
507,485,-546
745,-651,475
385,-701,-758
349,495,675
358,-735,-887

--- scanner 17 ---
778,811,568
387,-443,-821
-438,-781,-858
-152,88,-129
457,579,-448
606,-427,-866
-18,-69,0
-770,-491,769
-452,-814,-847
-685,502,-522
471,437,-564
-721,376,-546
538,-438,692
529,-518,-854
-716,424,-520
-689,-371,793
-731,617,652
524,-325,616
584,811,488
647,840,550
652,-309,714
-762,689,727
-706,-309,810
-725,775,601
-465,-665,-798
524,496,-501

--- scanner 18 ---
446,708,451
-653,-546,-866
-714,-775,480
65,33,-46
-598,368,-941
545,-648,737
685,-548,766
-530,501,-946
-539,-453,-818
661,-390,-943
-816,-711,424
552,450,-523
480,430,-527
-701,678,680
-688,681,583
-485,-469,-812
425,836,463
790,-369,-884
-640,741,555
-454,458,-891
481,-588,803
547,756,443
427,471,-644
689,-365,-932
-714,-680,314

--- scanner 19 ---
-499,677,856
-525,682,904
-427,-496,701
644,-694,-675
483,-675,-712
-501,646,778
-543,-510,843
640,694,-555
613,722,-600
-567,-456,-655
-561,-417,-620
673,692,663
455,682,-540
509,-623,469
589,-817,469
571,-686,440
-721,418,-281
578,-676,-577
-511,-501,-740
-692,539,-409
-480,-563,784
622,686,505
748,723,591
62,44,-2
-645,486,-422

--- scanner 20 ---
808,-763,595
-108,-142,81
-8,32,19
489,811,-772
570,817,-853
-416,-393,710
-358,292,430
-726,-843,-392
-390,-377,577
-730,475,-692
-535,-377,657
544,-700,-824
477,-865,-783
-646,-794,-453
-672,542,-544
521,693,900
498,-637,-811
-538,308,392
774,-792,647
601,585,920
-742,618,-576
428,781,-764
807,-789,765
-585,258,401
-563,-851,-300
602,674,813

--- scanner 21 ---
-666,722,-484
-491,813,705
-806,808,-524
746,-892,-415
-703,-662,598
856,345,-840
51,-59,12
693,-801,-410
-447,-364,-457
817,300,-680
544,-903,-423
-620,656,710
717,614,845
762,-449,646
-647,-760,689
603,-404,637
-659,-775,683
667,-374,580
931,311,-703
678,653,815
-650,738,651
709,738,795
-357,-369,-507
-739,685,-430
-311,-383,-438

--- scanner 22 ---
888,-585,-603
-572,-609,569
-493,-729,-833
852,522,740
-734,-684,591
-577,-770,-660
698,436,776
899,591,-302
32,-49,54
589,-741,488
913,-484,-549
-591,422,-659
857,498,-259
447,-727,459
-476,644,655
-624,670,718
-522,-807,-656
770,519,-255
-582,568,-673
831,377,679
-760,498,-633
-647,-622,626
-603,549,582
655,-682,457
853,-463,-702

--- scanner 23 ---
567,-750,-881
-649,667,-700
-385,658,701
-399,800,730
849,-880,388
-698,-573,754
-551,-328,-607
-724,-523,734
-717,-690,752
688,584,682
874,-808,250
92,35,11
626,677,725
487,-689,-826
451,-644,-870
798,739,-505
982,-873,314
837,531,-476
875,779,-488
-563,682,-603
180,-22,-174
-652,727,-584
-558,-521,-616
-444,592,732
-641,-416,-691
668,715,638

--- scanner 24 ---
-288,581,-726
-315,-775,396
-318,-863,362
570,515,-707
-505,561,-736
706,593,-688
-380,690,440
527,-599,-852
-465,-789,-599
786,812,404
-358,493,-757
825,668,377
738,-351,421
-494,-895,-548
677,568,-751
760,809,370
-319,-848,234
-323,711,345
729,-432,253
-357,722,318
-432,-818,-467
738,-382,358
458,-647,-954
446,-614,-880
100,-21,-57

--- scanner 25 ---
-520,-766,-683
-561,-939,-767
446,-758,-559
814,534,599
-798,491,642
-534,-579,223
637,-651,628
-71,34,-179
758,399,680
309,582,-916
-681,463,-688
-606,485,-526
417,-879,-431
-557,-534,221
-726,610,606
-760,429,689
-483,-762,-738
805,472,788
248,675,-978
639,-620,706
-568,-530,280
-668,520,-613
253,581,-959
493,-811,-572
613,-615,754
-84,-140,-28

--- scanner 26 ---
-589,648,-588
636,927,249
-548,-598,503
456,656,-715
-572,793,-677
413,718,-622
-756,687,636
730,932,230
421,-407,-639
489,-561,-626
531,-389,329
462,-324,-658
650,-446,422
-291,-599,-618
-703,734,649
36,56,-73
637,871,292
-367,-631,-493
-326,-711,-485
666,-415,421
-824,763,777
-520,-571,458
-606,608,-746
-560,-413,518
500,676,-584
